train_neg_pos_ratio;limit_space;dynamic_neg;standard_corruptions;dataset_name;data_path;domain_file;janus_file;train_file;valid_file;test_file;dynamic_consult;learn_embeddings;kge;model_name;atom_embedding_size;constant_embedding_size;predicate_embedding_size;constant_emb_file;predicate_emb_file;rule_depend_var;variable_no;device;seed;restore_best_val_model;load_model;save_model;models_path;timesteps_train;n_epochs;n_steps;eval_freq;batch_size;lr;max_depth;run_signature;seed_run_i;train_pos_queries;train_neg_queries;train_ratio_pos_queries;train_mrr_mean;train_mrr_std;train_rewards_pos_mean;train_rewards_pos_std;train_rewards_neg_mean;train_rewards_neg_std;train_rewards_mean;train_rewards_std;train_episode_len_pos_mean;train_episode_len_pos_std;train_episode_len_neg_mean;train_episode_len_neg_std;train_episode_len_mean;train_episode_len_std;train_log_probs_pos_mean;train_log_probs_pos_std;train_log_probs_neg_mean;train_log_probs_neg_std;train_log_probs_mean;train_log_probs_std;train_auc_pr;valid_pos_queries;valid_neg_queries;valid_ratio_pos_queries;valid_mrr_mean;valid_mrr_std;valid_rewards_pos_mean;valid_rewards_pos_std;valid_rewards_neg_mean;valid_rewards_neg_std;valid_rewards_mean;valid_rewards_std;valid_episode_len_pos_mean;valid_episode_len_pos_std;valid_episode_len_neg_mean;valid_episode_len_neg_std;valid_episode_len_mean;valid_episode_len_std;valid_log_probs_pos_mean;valid_log_probs_pos_std;valid_log_probs_neg_mean;valid_log_probs_neg_std;valid_log_probs_mean;valid_log_probs_std;valid_auc_pr;test_pos_queries;test_neg_queries;test_ratio_pos_queries;test_mrr_mean;test_mrr_std;test_rewards_pos_mean;test_rewards_pos_std;test_rewards_neg_mean;test_rewards_neg_std;test_rewards_mean;test_rewards_std;test_episode_len_pos_mean;test_episode_len_pos_std;test_episode_len_neg_mean;test_episode_len_neg_std;test_episode_len_mean;test_episode_len_std;test_log_probs_pos_mean;test_log_probs_pos_std;test_log_probs_neg_mean;test_log_probs_neg_std;test_log_probs_mean;test_log_probs_std;test_auc_pr
1;False;False;False;countries_s3_old;./data/;None;train.pl;train_queries.txt;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3_old/constant_embeddings.pkl;./data/countries_s3_old/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3_old;6000;10;2048;5000;64;0.0003;20;countries_s3_old-transe-PPO-50-20-True-6000-False-False-1-False-False-False;0;[26.0, 0.0];[72.0, 0.0];[0.27, 0.0];[0.789, 0.072];[0.289, 0.038];[0.493, 0.095];[0.491, 0.006];[0.0, 0.0];[0.0, 0.0];[0.131, 0.025];[0.335, 0.029];[5.332, 0.339];[1.922, 0.226];[7.064, 0.49];[2.107, 0.184];[6.605, 0.404];[2.206, 0.196];[-2.216, 0.294];[1.373, 0.142];[-3.216, 0.484];[1.455, 0.167];[-2.951, 0.416];[1.505, 0.182];[0.475, 0.031];[24.0, 0.0];[60.0, 0.0];[0.29, 0.0];[0.564, 0.055];[0.312, 0.019];[0.114, 0.019];[0.316, 0.024];[0.0, 0.0];[0.0, 0.0];[0.032, 0.005];[0.177, 0.015];[5.943, 0.414];[1.62, 0.093];[6.441, 0.558];[1.742, 0.1];[6.299, 0.516];[1.725, 0.077];[-2.908, 0.294];[1.413, 0.045];[-3.303, 0.474];[1.427, 0.042];[-3.19, 0.422];[1.437, 0.039];[0.421, 0.046];[25.0, 0.0];[57.0, 0.0];[0.3, 0.0];[0.676, 0.096];[0.325, 0.011];[0.258, 0.036];[0.436, 0.024];[0.0, 0.0];[0.0, 0.0];[0.079, 0.011];[0.268, 0.019];[6.138, 0.168];[1.819, 0.278];[7.057, 0.24];[1.601, 0.217];[6.777, 0.218];[1.724, 0.228];[-2.902, 0.181];[1.421, 0.256];[-3.567, 0.264];[1.201, 0.255];[-3.365, 0.236];[1.312, 0.241];[0.505, 0.009]
1;False;False;False;countries_s3_old;./data/;None;train.pl;train_queries.txt;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3_old/constant_embeddings.pkl;./data/countries_s3_old/predicate_embeddings.pkl;False;500;cpu;[1];False;False;True;models/countries_s3_old;6000;10;2048;5000;64;0.0003;20;countries_s3_old-transe-PPO-50-20-True-6000-False-False-1-False-False-False;1;[26.0, 0.0];[72.0, 0.0];[0.27, 0.0];[0.781, 0.074];[0.293, 0.039];[0.481, 0.1];[0.489, 0.007];[0.0, 0.0];[0.0, 0.0];[0.128, 0.027];[0.331, 0.03];[5.375, 0.354];[1.932, 0.219];[7.035, 0.48];[2.07, 0.213];[6.594, 0.389];[2.174, 0.216];[-2.247, 0.299];[1.383, 0.14];[-3.195, 0.469];[1.437, 0.171];[-2.943, 0.399];[1.49, 0.181];[0.473, 0.031];[24.0, 0.0];[60.0, 0.0];[0.29, 0.0];[0.568, 0.054];[0.314, 0.019];[0.111, 0.02];[0.313, 0.026];[0.0, 0.0];[0.0, 0.0];[0.032, 0.006];[0.175, 0.016];[5.917, 0.406];[1.609, 0.096];[6.387, 0.563];[1.762, 0.118];[6.253, 0.517];[1.737, 0.083];[-2.889, 0.288];[1.407, 0.048];[-3.253, 0.484];[1.432, 0.042];[-3.149, 0.426];[1.438, 0.037];[0.413, 0.051];[25.0, 0.0];[57.0, 0.0];[0.3, 0.0];[0.67, 0.094];[0.324, 0.011];[0.25, 0.044];[0.43, 0.03];[0.0, 0.0];[0.0, 0.0];[0.076, 0.013];[0.264, 0.023];[6.11, 0.186];[1.79, 0.283];[7.018, 0.265];[1.586, 0.214];[6.741, 0.241];[1.704, 0.228];[-2.872, 0.201];[1.395, 0.26];[-3.516, 0.305];[1.179, 0.256];[-3.319, 0.271];[1.287, 0.246];[0.505, 0.008]
1;False;True;False;countries_s3_old;./data/;None;train.pl;train_label_corruptions.json;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3_old/constant_embeddings.pkl;./data/countries_s3_old/predicate_embeddings.pkl;False;500;cpu;[1];False;False;True;models/countries_s3_old;6000;10;2048;5000;64;0.0003;20;countries_s3_old-transe-PPO-50-20-True-6000-False-True-1-False-False-False;1;[26.0, 0.0];[72.0, 0.0];[0.27, 0.0];[0.671, 0.062];[0.316, 0.001];[0.288, 0.079];[0.445, 0.03];[0.0, 0.0];[0.0, 0.0];[0.077, 0.021];[0.263, 0.031];[5.356, 0.471];[1.761, 0.342];[6.198, 0.17];[1.81, 0.148];[5.974, 0.25];[1.846, 0.155];[-2.097, 0.221];[1.014, 0.177];[-2.601, 0.101];[1.2, 0.029];[-2.467, 0.129];[1.179, 0.05];[0.38, 0.043];[24.0, 0.0];[60.0, 0.0];[0.29, 0.0];[0.606, 0.057];[0.315, 0.039];[0.156, 0.095];[0.336, 0.101];[0.0, 0.0];[0.0, 0.0];[0.045, 0.027];[0.194, 0.065];[6.125, 0.265];[1.896, 0.262];[7.025, 0.144];[2.032, 0.525];[6.768, 0.155];[2.045, 0.431];[-2.852, 0.117];[1.366, 0.082];[-3.364, 0.097];[1.516, 0.215];[-3.218, 0.092];[1.496, 0.169];[0.382, 0.035];[25.0, 0.0];[57.0, 0.0];[0.3, 0.0];[0.599, 0.06];[0.325, 0.033];[0.22, 0.104];[0.386, 0.11];[0.0, 0.0];[0.0, 0.0];[0.067, 0.032];[0.237, 0.073];[6.1, 0.345];[2.28, 0.418];[6.829, 0.417];[1.989, 0.378];[6.607, 0.363];[2.125, 0.334];[-2.78, 0.254];[1.527, 0.214];[-3.166, 0.197];[1.365, 0.168];[-3.048, 0.17];[1.439, 0.135];[0.413, 0.076]
1;False;True;False;countries_s3_old;./data/;None;train.pl;train_label_corruptions.json;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3_old/constant_embeddings.pkl;./data/countries_s3_old/predicate_embeddings.pkl;False;500;cpu;[2];False;False;True;models/countries_s3_old;6000;10;2048;5000;64;0.0003;20;countries_s3_old-transe-PPO-50-20-True-6000-False-True-1-False-False-False;2;[26.0, 0.0];[72.0, 0.0];[0.27, 0.0];[0.658, 0.061];[0.321, 0.011];[0.269, 0.081];[0.435, 0.033];[0.0, 0.0];[0.0, 0.0];[0.071, 0.021];[0.255, 0.033];[5.638, 0.705];[1.778, 0.308];[6.475, 0.575];[1.742, 0.19];[6.253, 0.6];[1.801, 0.166];[-2.282, 0.42];[1.106, 0.243];[-2.8, 0.408];[1.209, 0.031];[-2.663, 0.407];[1.21, 0.076];[0.407, 0.066];[24.0, 0.0];[60.0, 0.0];[0.29, 0.0];[0.596, 0.055];[0.313, 0.036];[0.133, 0.096];[0.308, 0.106];[0.0, 0.0];[0.0, 0.0];[0.038, 0.028];[0.177, 0.068];[6.3, 0.423];[1.863, 0.243];[7.03, 0.129];[1.904, 0.534];[6.821, 0.175];[1.936, 0.443];[-3.009, 0.332];[1.427, 0.142];[-3.447, 0.187];[1.464, 0.219];[-3.322, 0.224];[1.474, 0.157];[0.394, 0.04];[25.0, 0.0];[57.0, 0.0];[0.3, 0.0];[0.587, 0.059];[0.325, 0.029];[0.176, 0.128];[0.309, 0.183];[0.0, 0.0];[0.0, 0.0];[0.054, 0.039];[0.19, 0.115];[6.256, 0.439];[2.346, 0.397];[6.842, 0.374];[2.04, 0.353];[6.663, 0.344];[2.172, 0.314];[-2.96, 0.424];[1.685, 0.369];[-3.307, 0.332];[1.501, 0.312];[-3.201, 0.341];[1.578, 0.303];[0.416, 0.068]
1;False;False;False;countries_s3_old;./data/;None;train.pl;train_queries.txt;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3_old/constant_embeddings.pkl;./data/countries_s3_old/predicate_embeddings.pkl;False;500;cpu;[2];False;False;True;models/countries_s3_old;6000;10;2048;5000;64;0.0003;20;countries_s3_old-transe-PPO-50-20-True-6000-False-False-1-False-False-False;2;[26.0, 0.0];[72.0, 0.0];[0.27, 0.0];[0.784, 0.072];[0.292, 0.038];[0.476, 0.097];[0.49, 0.007];[0.0, 0.0];[0.0, 0.0];[0.126, 0.026];[0.33, 0.029];[5.402, 0.353];[1.967, 0.242];[7.032, 0.461];[2.055, 0.212];[6.6, 0.374];[2.168, 0.208];[-2.244, 0.287];[1.395, 0.14];[-3.165, 0.462];[1.417, 0.178];[-2.921, 0.391];[1.476, 0.181];[0.476, 0.032];[24.0, 0.0];[60.0, 0.0];[0.29, 0.0];[0.585, 0.079];[0.314, 0.019];[0.119, 0.032];[0.32, 0.035];[0.0, 0.0];[0.0, 0.0];[0.034, 0.009];[0.179, 0.022];[5.923, 0.391];[1.613, 0.093];[6.412, 0.547];[1.771, 0.117];[6.272, 0.501];[1.745, 0.085];[-2.886, 0.277];[1.416, 0.056];[-3.257, 0.465];[1.437, 0.044];[-3.151, 0.41];[1.444, 0.042];[0.413, 0.049];[25.0, 0.0];[57.0, 0.0];[0.3, 0.0];[0.681, 0.097];[0.321, 0.014];[0.243, 0.048];[0.425, 0.033];[0.0, 0.0];[0.0, 0.0];[0.074, 0.015];[0.26, 0.026];[6.132, 0.195];[1.812, 0.283];[7.02, 0.255];[1.604, 0.215];[6.75, 0.234];[1.721, 0.227];[-2.891, 0.204];[1.428, 0.274];[-3.52, 0.293];[1.217, 0.279];[-3.328, 0.262];[1.321, 0.265];[0.5, 0.018]
1;False;static_rodrigo;countries_s3_old;./data/;None;train.pl;train_queries.txt;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3_old/constant_embeddings.pkl;./data/countries_s3_old/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3_old;6000;10;2048;5000;64;0.0003;20;countries_s3_old-transe-PPO-50-20-True-6000-False-static_rodrigo-1-False-False-False;0;[26.0, 0.0];[72.0, 0.0];[0.27, 0.0];[0.694, 0.0];[0.337, 0.0];[0.385, 0.0];[0.487, 0.0];[0.0, 0.0];[0.0, 0.0];[0.102, 0.0];[0.303, 0.0];[4.808, 0.0];[1.569, 0.0];[6.125, 0.0];[1.965, 0.0];[5.776, 0.0];[1.956, 0.0];[-1.643, 0.0];[1.101, 0.0];[-2.295, 0.0];[1.237, 0.0];[-2.122, 0.0];[1.237, 0.0];[0.43, 0.0];[24.0, 0.0];[60.0, 0.0];[0.29, 0.0];[0.471, 0.0];[0.279, 0.0];[0.125, 0.0];[0.331, 0.0];[0.0, 0.0];[0.0, 0.0];[0.036, 0.0];[0.186, 0.0];[5.375, 0.0];[1.728, 0.0];[5.8, 0.0];[1.749, 0.0];[5.679, 0.0];[1.754, 0.0];[-2.485, 0.0];[1.424, 0.0];[-2.685, 0.0];[1.417, 0.0];[-2.628, 0.0];[1.422, 0.0];[0.394, 0.0];[25.0, 0.0];[57.0, 0.0];[0.3, 0.0];[0.526, 0.0];[0.33, 0.0];[0.24, 0.0];[0.427, 0.0];[0.0, 0.0];[0.0, 0.0];[0.073, 0.0];[0.26, 0.0];[6.04, 0.0];[2.029, 0.0];[6.895, 0.0];[1.774, 0.0];[6.634, 0.0];[1.897, 0.0];[-2.818, 0.0];[1.72, 0.0];[-3.351, 0.0];[1.394, 0.0];[-3.188, 0.0];[1.52, 0.0];[0.487, 0.0]
1;False;static_ying;countries_s3_old;./data/;None;train.pl;train_label_corruptions.json;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3_old/constant_embeddings.pkl;./data/countries_s3_old/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3_old;6000;10;2048;5000;64;0.0003;20;countries_s3_old-transe-PPO-50-20-True-6000-False-static_ying-1-False-False-False;0;[26.0, 0.0];[72.0, 0.0];[0.27, 0.0];[0.778, 0.0];[0.317, 0.0];[0.423, 0.0];[0.494, 0.0];[0.0, 0.0];[0.0, 0.0];[0.112, 0.0];[0.316, 0.0];[4.577, 0.0];[1.182, 0.0];[5.917, 0.0];[1.681, 0.0];[5.561, 0.0];[1.673, 0.0];[-1.74, 0.0];[0.771, 0.0];[-2.484, 0.0];[1.21, 0.0];[-2.287, 0.0];[1.158, 0.0];[0.413, 0.0];[24.0, 0.0];[60.0, 0.0];[0.29, 0.0];[0.588, 0.0];[0.249, 0.0];[0.083, 0.0];[0.276, 0.0];[0.0, 0.0];[0.0, 0.0];[0.024, 0.0];[0.152, 0.0];[6.5, 0.0];[1.871, 0.0];[7.25, 0.0];[1.92, 0.0];[7.036, 0.0];[1.936, 0.0];[-3.044, 0.0];[1.454, 0.0];[-3.494, 0.0];[1.57, 0.0];[-3.366, 0.0];[1.551, 0.0];[0.355, 0.0];[25.0, 0.0];[57.0, 0.0];[0.3, 0.0];[0.645, 0.0];[0.314, 0.0];[0.28, 0.0];[0.449, 0.0];[0.0, 0.0];[0.0, 0.0];[0.085, 0.0];[0.279, 0.0];[5.56, 0.0];[1.722, 0.0];[6.684, 0.0];[1.34, 0.0];[6.341, 0.0];[1.556, 0.0];[-2.408, 0.0];[1.227, 0.0];[-3.287, 0.0];[1.093, 0.0];[-3.019, 0.0];[1.206, 0.0];[0.545, 0.0]
1;False;static_ying;countries_s3;./data/;None;train.pl;train_label_corruptions.json;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3/constant_embeddings.pkl;./data/countries_s3/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3;6000;10;2048;5000;64;0.0003;20;countries_s3-transe-PPO-50-20-True-6000-False-static_ying-1-False-False-False;0;[33.0, 0.0];[48.0, 0.0];[0.41, 0.0];[0.875, 0.0];[0.247, 0.0];[0.606, 0.0];[0.489, 0.0];[0.0, 0.0];[0.0, 0.0];[0.247, 0.0];[0.431, 0.0];[5.485, 0.0];[2.56, 0.0];[7.458, 0.0];[3.089, 0.0];[6.654, 0.0];[3.044, 0.0];[-1.481, 0.0];[1.314, 0.0];[-2.175, 0.0];[1.426, 0.0];[-1.892, 0.0];[1.423, 0.0];[0.651, 0.0];[24.0, 0.0];[38.0, 0.0];[0.39, 0.0];[0.912, 0.0];[0.205, 0.0];[0.5, 0.0];[0.5, 0.0];[0.0, 0.0];[0.0, 0.0];[0.194, 0.0];[0.395, 0.0];[5.083, 0.0];[2.914, 0.0];[7.526, 0.0];[2.233, 0.0];[6.581, 0.0];[2.786, 0.0];[-1.493, 0.0];[1.303, 0.0];[-2.474, 0.0];[1.323, 0.0];[-2.094, 0.0];[1.399, 0.0];[0.706, 0.0];[24.0, 0.0];[38.0, 0.0];[0.39, 0.0];[0.886, 0.0];[0.223, 0.0];[0.292, 0.0];[0.455, 0.0];[0.0, 0.0];[0.0, 0.0];[0.113, 0.0];[0.316, 0.0];[6.333, 0.0];[1.795, 0.0];[7.316, 0.0];[2.451, 0.0];[6.935, 0.0];[2.271, 0.0];[-1.727, 0.0];[1.063, 0.0];[-2.077, 0.0];[1.407, 0.0];[-1.942, 0.0];[1.296, 0.0];[0.502, 0.0]
1;False;static_rodrigo;countries_s3;./data/;None;train.pl;train_queries.txt;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3/constant_embeddings.pkl;./data/countries_s3/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3;6000;10;2048;5000;64;0.0003;20;countries_s3-transe-PPO-50-20-True-6000-False-static_rodrigo-1-False-False-False;0;[33.0, 0.0];[48.0, 0.0];[0.41, 0.0];[0.861, 0.0];[0.244, 0.0];[0.636, 0.0];[0.481, 0.0];[0.0, 0.0];[0.0, 0.0];[0.259, 0.0];[0.438, 0.0];[4.636, 0.0];[1.514, 0.0];[6.583, 0.0];[1.913, 0.0];[5.79, 0.0];[2.004, 0.0];[-1.115, 0.0];[0.916, 0.0];[-1.895, 0.0];[0.913, 0.0];[-1.577, 0.0];[0.991, 0.0];[0.715, 0.0];[24.0, 0.0];[38.0, 0.0];[0.39, 0.0];[0.833, 0.0];[0.248, 0.0];[0.625, 0.0];[0.484, 0.0];[0.0, 0.0];[0.0, 0.0];[0.242, 0.0];[0.428, 0.0];[4.333, 0.0];[2.134, 0.0];[6.789, 0.0];[1.36, 0.0];[5.839, 0.0];[2.081, 0.0];[-1.178, 0.0];[0.898, 0.0];[-1.951, 0.0];[0.748, 0.0];[-1.652, 0.0];[0.893, 0.0];[0.715, 0.0];[24.0, 0.0];[38.0, 0.0];[0.39, 0.0];[0.711, 0.0];[0.28, 0.0];[0.333, 0.0];[0.471, 0.0];[0.0, 0.0];[0.0, 0.0];[0.129, 0.0];[0.335, 0.0];[5.833, 0.0];[1.28, 0.0];[6.526, 0.0];[1.618, 0.0];[6.258, 0.0];[1.534, 0.0];[-1.638, 0.0];[0.831, 0.0];[-1.779, 0.0];[0.985, 0.0];[-1.725, 0.0];[0.931, 0.0];[0.483, 0.0]
1;False;static_rodrigo;countries_s3;./data/;None;train.pl;train_queries.txt;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3/constant_embeddings.pkl;./data/countries_s3/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3;6000;10;2048;5000;64;0.0003;20;countries_s3-transe-PPO-50-20-True-6000-False-static_rodrigo-1-False-False-False;0;[28.5, 4.5];[48.0, 0.0];[0.37, 0.04];[0.844, 0.017];[0.259, 0.015];[0.652, 0.015];[0.476, 0.005];[0.0, 0.0];[0.0, 0.0];[0.241, 0.019];[0.427, 0.011];[4.777, 0.14];[1.777, 0.263];[6.667, 0.083];[2.289, 0.376];[5.965, 0.174];[2.313, 0.308];[-1.106, 0.009];[0.885, 0.031];[-1.627, 0.267];[0.893, 0.02];[-1.425, 0.152];[0.934, 0.058];[0.621, 0.094];[21.5, 2.5];[38.0, 0.0];[0.36, 0.03];[0.798, 0.035];[0.28, 0.032];[0.602, 0.023];[0.489, 0.005];[0.0, 0.0];[0.0, 0.0];[0.217, 0.024];[0.411, 0.017];[4.825, 0.491];[2.822, 0.688];[7.263, 0.474];[1.766, 0.406];[6.384, 0.546];[2.503, 0.422];[-1.317, 0.139];[1.158, 0.26];[-1.985, 0.034];[0.981, 0.234];[-1.741, 0.09];[1.103, 0.21];[0.669, 0.046];[21.5, 2.5];[38.0, 0.0];[0.36, 0.03];[0.684, 0.026];[0.289, 0.009];[0.325, 0.009];[0.468, 0.003];[0.0, 0.0];[0.0, 0.0];[0.117, 0.012];[0.321, 0.014];[6.101, 0.268];[1.719, 0.439];[6.658, 0.132];[1.563, 0.055];[6.454, 0.196];[1.648, 0.114];[-1.536, 0.103];[0.929, 0.098];[-1.604, 0.175];[0.897, 0.088];[-1.578, 0.147];[0.909, 0.022];[0.427, 0.055]
1;False;static_rodrigo;countries_s3;./data/;None;train.pl;train_queries.txt;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3/constant_embeddings.pkl;./data/countries_s3/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3;6000;10;2048;5000;64;0.0003;20;countries_s3-transe-PPO-50-20-True-6000-False-static_rodrigo-1-False-False-False;0;[27.0, 4.243];[48.0, 0.0];[0.357, 0.038];[0.838, 0.016];[0.264, 0.014];[0.657, 0.014];[0.475, 0.005];[0.0, 0.0];[0.0, 0.0];[0.235, 0.017];[0.423, 0.011];[4.823, 0.132];[1.864, 0.248];[6.694, 0.079];[2.415, 0.355];[6.023, 0.164];[2.415, 0.291];[-1.103, 0.008];[0.875, 0.029];[-1.538, 0.252];[0.887, 0.019];[-1.374, 0.144];[0.914, 0.054];[0.589, 0.089];[20.667, 2.357];[38.0, 0.0];[0.35, 0.028];[0.787, 0.033];[0.291, 0.03];[0.594, 0.022];[0.491, 0.005];[0.0, 0.0];[0.0, 0.0];[0.209, 0.023];[0.406, 0.016];[4.988, 0.463];[3.052, 0.649];[7.421, 0.447];[1.902, 0.383];[6.566, 0.514];[2.644, 0.398];[-1.363, 0.131];[1.245, 0.245];[-1.996, 0.032];[1.059, 0.22];[-1.771, 0.084];[1.173, 0.198];[0.653, 0.044];[20.667, 2.357];[38.0, 0.0];[0.35, 0.028];[0.675, 0.025];[0.292, 0.009];[0.322, 0.008];[0.467, 0.003];[0.0, 0.0];[0.0, 0.0];[0.113, 0.011];[0.316, 0.013];[6.19, 0.252];[1.865, 0.413];[6.702, 0.124];[1.544, 0.052];[6.519, 0.184];[1.686, 0.108];[-1.501, 0.097];[0.962, 0.092];[-1.546, 0.165];[0.868, 0.083];[-1.529, 0.139];[0.902, 0.02];[0.409, 0.052]
1;False;static_rodrigo;countries_s3;./data/;None;train.pl;train_queries.txt;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3/constant_embeddings.pkl;./data/countries_s3/predicate_embeddings.pkl;False;500;cpu;[1];False;False;True;models/countries_s3;6000;10;2048;5000;64;0.0003;20;countries_s3-transe-PPO-50-20-True-6000-False-static_rodrigo-1-False-False-False;1;[26.25, 3.897];[48.0, 0.0];[0.35, 0.035];[0.844, 0.017];[0.259, 0.015];[0.628, 0.051];[0.481, 0.011];[0.0, 0.0];[0.0, 0.0];[0.221, 0.028];[0.414, 0.019];[4.972, 0.281];[1.975, 0.288];[6.74, 0.104];[2.305, 0.361];[6.114, 0.213];[2.362, 0.268];[-1.166, 0.109];[0.939, 0.114];[-1.569, 0.225];[0.945, 0.102];[-1.42, 0.148];[0.969, 0.106];[0.57, 0.084];[20.25, 2.165];[38.0, 0.0];[0.345, 0.026];[0.774, 0.036];[0.289, 0.026];[0.551, 0.077];[0.491, 0.004];[0.0, 0.0];[0.0, 0.0];[0.192, 0.036];[0.391, 0.029];[5.175, 0.516];[3.18, 0.604];[7.447, 0.389];[2.072, 0.444];[6.657, 0.472];[2.749, 0.39];[-1.488, 0.245];[1.316, 0.245];[-2.082, 0.151];[1.126, 0.223];[-1.873, 0.192];[1.234, 0.201];[0.629, 0.057];[20.25, 2.165];[38.0, 0.0];[0.345, 0.026];[0.671, 0.023];[0.286, 0.013];[0.268, 0.094];[0.427, 0.069];[0.0, 0.0];[0.0, 0.0];[0.094, 0.035];[0.283, 0.058];[6.235, 0.232];[1.829, 0.363];[6.645, 0.146];[1.533, 0.049];[6.499, 0.163];[1.659, 0.104];[-1.558, 0.129];[0.974, 0.083];[-1.604, 0.174];[0.891, 0.083];[-1.587, 0.157];[0.921, 0.038];[0.403, 0.046]
1;False;static_rodrigo;countries_s3;./data/;None;train.pl;train_queries.txt;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3/constant_embeddings.pkl;./data/countries_s3/predicate_embeddings.pkl;False;500;cpu;[2];False;False;True;models/countries_s3;6000;10;2048;5000;64;0.0003;20;countries_s3-transe-PPO-50-20-True-6000-False-static_rodrigo-1-False-False-False;2;[25.8, 3.6];[48.0, 0.0];[0.346, 0.032];[0.84, 0.017];[0.262, 0.015];[0.636, 0.048];[0.479, 0.01];[0.0, 0.0];[0.0, 0.0];[0.221, 0.025];[0.414, 0.017];[5.094, 0.351];[2.103, 0.362];[6.883, 0.302];[2.399, 0.374];[6.258, 0.345];[2.462, 0.312];[-1.252, 0.198];[1.029, 0.207];[-1.661, 0.273];[1.01, 0.159];[-1.513, 0.228];[1.041, 0.172];[0.57, 0.075];[20.0, 2.0];[38.0, 0.0];[0.342, 0.024];[0.796, 0.055];[0.276, 0.035];[0.578, 0.087];[0.486, 0.011];[0.0, 0.0];[0.0, 0.0];[0.199, 0.035];[0.397, 0.028];[5.014, 0.563];[2.995, 0.656];[7.421, 0.352];[2.112, 0.405];[6.592, 0.442];[2.731, 0.351];[-1.477, 0.221];[1.266, 0.24];[-2.147, 0.188];[1.181, 0.228];[-1.915, 0.191];[1.263, 0.189];[0.636, 0.053];[20.0, 2.0];[38.0, 0.0];[0.342, 0.024];[0.705, 0.071];[0.282, 0.014];[0.298, 0.104];[0.44, 0.068];[0.0, 0.0];[0.0, 0.0];[0.103, 0.037];[0.296, 0.058];[6.135, 0.287];[1.76, 0.354];[6.695, 0.164];[1.656, 0.251];[6.501, 0.146];[1.733, 0.174];[-1.619, 0.168];[0.988, 0.079];[-1.726, 0.29];[0.966, 0.166];[-1.689, 0.248];[0.978, 0.118];[0.414, 0.046]
